-0.5138	-0.0055	-0.0232	-0.7768	9.4954	-7.7749
-0.9138	-0.0087	-0.0186	-0.5218	8.2955	-6.4509
-1.2935	-0.0116	-0.0148	-0.5242	7.1743	-5.0802
-1.5417	-0.0163	-0.0109	-0.2811	5.6002	-3.7764
-1.5171	-0.0176	-0.0049	-0.5869	4.6407	-2.5824
-1.4511	-0.0135	-0.0025	-1.2650	4.0126	-1.5352
-1.1990	-0.0081	-0.0035	-1.4756	2.9046	-0.2175
-1.1999	-0.0091	-0.0035	-1.1896	1.3675	1.1581
-1.3228	-0.0124	-0.0026	-0.7257	-0.2404	2.2980
-1.3185	-0.0115	-0.0042	-0.2785	-1.6886	3.4035
-1.4212	-0.0118	-0.0054	-0.0342	-2.6310	4.1937
-1.5108	-0.0135	-0.0055	0.0049	-3.1591	4.4044
-1.2349	-0.0110	-0.0060	-0.0257	-3.5500	4.4451
-0.8578	-0.0061	-0.0078	-0.0643	-3.8312	4.4350
-0.5306	-0.0009	-0.0096	-0.1182	-3.9129	4.2602
-0.2224	0.0037	-0.0109	-0.2208	-3.8071	3.9664
0.0655	0.0082	-0.0122	-0.3227	-3.6800	3.8047
0.2000	0.0111	-0.0139	-0.2793	-3.6893	3.7467
0.2246	0.0116	-0.0149	-0.1267	-3.8221	3.7252
0.2273	0.0110	-0.0146	0.0172	-3.9952	3.7564
0.2258	0.0113	-0.0149	0.1936	-4.2241	3.7529
0.2810	0.0127	-0.0160	0.5389	-4.7108	3.8323
0.3423	0.0136	-0.0165	1.0476	-5.3545	3.9247
0.3853	0.0121	-0.0157	1.5358	-5.9514	4.0201
0.3998	0.0094	-0.0146	1.8859	-6.3892	4.1109
0.3980	0.0068	-0.0129	1.9485	-6.4624	4.0955
0.4237	0.0059	-0.0120	1.7320	-6.1808	3.9824
0.4706	0.0076	-0.0117	1.2619	-5.5434	3.7794
0.5041	0.0102	-0.0120	0.8027	-4.7967	3.4963
0.4987	0.0124	-0.0126	0.4766	-4.0278	3.1342
0.4172	0.0138	-0.0142	0.1889	-3.1640	2.7308
0.2430	0.0169	-0.0169	0.0126	-2.1544	2.0207
0.1174	0.0233	-0.0194	-0.0705	-0.7057	0.6814
0.0909	0.0262	-0.0214	0.0195	0.9847	-0.9600
-0.0437	0.0221	-0.0208	0.1934	2.5984	-2.5662
-0.2208	0.0145	-0.0188	0.3974	3.8235	-3.9553
-0.2599	0.0108	-0.0171	0.5737	4.6627	-5.1346
-0.0965	0.0104	-0.0169	0.5969	5.5016	-6.0906
-0.0002	0.0080	-0.0178	0.4891	6.4435	-6.9363
0.0170	0.0039	-0.0194	0.3778	7.3372	-7.6982
0.0024	0.0000	-0.0215	0.3490	7.9832	-8.3137
0.0077	-0.0043	-0.0210	0.2558	8.5103	-8.7168
-0.0190	-0.0065	-0.0179	-0.1242	8.7823	-8.5541
-0.0825	-0.0039	-0.0163	-0.2671	8.2163	-7.8890
-0.0441	-0.0000	-0.0147	0.0557	7.1679	-6.9413
-0.2638	-0.0008	-0.0127	-0.0255	6.4420	-6.0189
-0.3824	-0.0022	-0.0081	-0.0309	5.4105	-5.0344
-0.3353	-0.0050	-0.0011	-0.2306	4.2140	-3.6108
-0.3666	-0.0069	0.0027	-0.3521	2.7455	-1.8463
-0.5433	-0.0066	0.0012	-0.3120	1.1840	-0.1542
-0.7128	-0.0070	-0.0006	-0.2373	-0.0585	1.1438
-0.8400	-0.0085	-0.0014	-0.2238	-0.8561	1.9934
-0.9039	-0.0088	-0.0025	-0.2275	-1.3878	2.5307
-0.9051	-0.0082	-0.0038	-0.2588	-1.7384	2.9080
-0.9000	-0.0078	-0.0050	-0.3338	-1.9571	3.1781
-0.8764	-0.0063	-0.0060	-0.3903	-2.1163	3.2894
-0.7724	-0.0034	-0.0073	-0.4900	-2.1417	3.2842
-0.6433	-0.0007	-0.0088	-0.6069	-2.1911	3.3472
-0.5412	0.0017	-0.0100	-0.6091	-2.4384	3.5144
-0.4594	0.0032	-0.0112	-0.5544	-2.8406	3.7997
-0.3967	0.0030	-0.0123	-0.3871	-3.4261	4.1930
-0.3705	0.0021	-0.0132	-0.2046	-4.0316	4.5807
-0.3337	0.0030	-0.0143	-0.0820	-4.4643	4.7564
-0.1997	0.0048	-0.0155	0.1253	-4.9243	4.8287
-0.0202	0.0063	-0.0174	0.4015	-5.4812	4.9128
0.1759	0.0077	-0.0178	0.6656	-5.9357	4.8784
0.3998	0.0099	-0.0170	0.7837	-6.1146	4.8125
0.5253	0.0098	-0.0161	0.8655	-6.2731	4.9714
0.4440	0.0077	-0.0152	1.0031	-6.4335	5.0858
0.3539	0.0057	-0.0155	1.1067	-6.5106	5.0002
0.4127	0.0063	-0.0167	1.2851	-6.6088	4.8149
0.5148	0.0118	-0.0196	1.3681	-6.3272	4.3929
0.5642	0.0222	-0.0203	1.2316	-5.1561	3.3188
0.5936	0.0342	-0.0207	1.0287	-3.0207	1.5103
0.4711	0.0339	-0.0204	0.9117	-0.4224	-0.5780
0.0881	0.0230	-0.0199	0.9311	1.8001	-2.3917
-0.3314	0.0118	-0.0199	1.0208	3.1895	-3.6308
-0.5669	0.0040	-0.0172	1.0971	3.9563	-4.5753
-0.4663	0.0039	-0.0159	0.9009	4.7643	-5.2941
-0.3587	0.0042	-0.0180	0.7846	5.5504	-5.8539
-0.4630	-0.0004	-0.0195	0.7113	6.3206	-6.3424
-0.6641	-0.0062	-0.0208	0.6404	6.9095	-6.9457
-0.5743	-0.0097	-0.0204	0.5882	7.3478	-7.4650
-0.4402	-0.0109	-0.0172	0.2827	7.8440	-7.8891
-0.2119	-0.0086	-0.0139	0.0726	7.9823	-8.1025
0.0658	-0.0033	-0.0132	0.2168	7.4588	-7.8099
0.1472	0.0005	-0.0131	0.2556	6.9325	-7.3159
0.1406	-0.0016	-0.0094	0.0317	6.6489	-6.8390
0.1714	-0.0039	-0.0042	-0.3368	6.2894	-6.0217
0.0780	-0.0026	-0.0026	-0.6578	5.4005	-4.5761
-0.1598	-0.0018	-0.0045	-0.7742	4.0645	-2.8872
-0.3955	-0.0030	-0.0053	-0.6613	2.6124	-1.2220
-0.7183	-0.0069	-0.0052	-0.4219	1.2189	0.2264
-1.0095	-0.0096	-0.0061	-0.0479	-0.1048	1.3533
-1.1849	-0.0111	-0.0059	0.2409	-1.1005	2.1710
-1.2946	-0.0123	-0.0054	0.3962	-1.7874	2.7763
-1.3679	-0.0125	-0.0056	0.4838	-2.3041	3.2198
-1.3824	-0.0117	-0.0060	0.5095	-2.6731	3.5096
-1.3300	-0.0102	-0.0064	0.4850	-2.9590	3.7119
-1.2234	-0.0081	-0.0069	0.4709	-3.2271	3.8795
-1.1099	-0.0064	-0.0075	0.4415	-3.4618	4.0370
-1.0039	-0.0057	-0.0072	0.4067	-3.6977	4.2184
-0.9154	-0.0043	-0.0075	0.3870	-3.9793	4.4078
-0.8048	-0.0028	-0.0081	0.4347	-4.3578	4.5621
-0.6298	-0.0013	-0.0083	0.5017	-4.7350	4.6658
-0.4252	0.0007	-0.0089	0.5507	-5.0457	4.6944
-0.1945	0.0044	-0.0106	0.6746	-5.3253	4.5830
0.0701	0.0085	-0.0113	0.8398	-5.4933	4.3713
0.2823	0.0109	-0.0103	0.8751	-5.3617	4.0992
0.3860	0.0110	-0.0087	0.8510	-5.1319	3.8677
0.4110	0.0106	-0.0079	0.8200	-4.9716	3.7540
0.3953	0.0109	-0.0087	0.8544	-4.9243	3.6928
0.3752	0.0113	-0.0098	0.9213	-4.9359	3.6622
0.3513	0.0111	-0.0110	1.0022	-4.9948	3.6952
0.2988	0.0108	-0.0122	1.1066	-5.1385	3.7877
0.2473	0.0099	-0.0141	1.3279	-5.5214	4.0146
0.1836	0.0075	-0.0139	1.6103	-6.0050	4.2777
0.1237	0.0038	-0.0123	1.5200	-5.9699	4.3568
0.1024	0.0010	-0.0114	1.0230	-5.4103	4.2263
0.1704	0.0030	-0.0134	0.4698	-4.7524	4.0278
0.2626	0.0068	-0.0170	-0.0844	-3.9675	3.7878
0.2695	0.0141	-0.0207	-0.6252	-2.7248	3.0685
0.2817	0.0248	-0.0251	-0.7886	-1.0022	1.4725
0.3171	0.0296	-0.0256	-0.7555	1.2522	-0.7474
0.2516	0.0256	-0.0211	-0.7334	3.5626	-2.9649
0.1348	0.0220	-0.0191	-0.4205	4.9885	-4.6480
0.0775	0.0194	-0.0163	0.0324	5.7785	-5.9792
0.1656	0.0158	-0.0133	0.2877	6.6154	-7.1873
0.2842	0.0123	-0.0140	0.5524	7.4597	-8.2939
0.2911	0.0055	-0.0184	0.9644	8.0498	-9.3580
0.3672	-0.0037	-0.0177	1.0943	8.4771	-9.9415
0.3955	-0.0066	-0.0149	0.8865	8.5629	-9.7984
0.3680	-0.0052	-0.0127	1.0978	7.9279	-9.1443
0.1358	-0.0048	-0.0108	1.1518	7.2753	-8.0156
-0.3901	-0.0135	-0.0072	0.8789	6.9454	-7.3268
-0.4729	-0.0209	0.0000	0.0316	7.0798	-6.6809
-0.4096	-0.0195	0.0047	-1.4185	7.4705	-5.6125
-0.4243	-0.0142	0.0015	-2.4220	6.9716	-4.1844
-0.3549	-0.0064	-0.0048	-2.4986	5.3101	-2.4628
-0.3405	-0.0026	-0.0074	-2.0201	3.2934	-0.7123
-0.5519	-0.0039	-0.0069	-1.2969	1.3786	0.8231
-0.8942	-0.0063	-0.0065	-0.5051	-0.3835	2.0250
-1.1246	-0.0082	-0.0062	0.1384	-1.8754	2.9988
-1.2489	-0.0092	-0.0058	0.5201	-2.9739	3.8008
-1.3331	-0.0099	-0.0057	0.6628	-3.7214	4.4580
-1.3849	-0.0099	-0.0063	0.6761	-4.2504	4.9953
-1.4055	-0.0103	-0.0067	0.5946	-4.6083	5.4025
-1.3728	-0.0100	-0.0071	0.3460	-4.7756	5.7433
-1.2976	-0.0090	-0.0082	0.0718	-4.8607	6.0000
-1.1947	-0.0074	-0.0103	-0.0678	-5.0196	6.1858
-1.0815	-0.0049	-0.0120	-0.0714	-5.2876	6.2972
-0.9221	-0.0026	-0.0139	0.0560	-5.7581	6.4683
-0.7512	-0.0010	-0.0152	0.3703	-6.4446	6.6677
-0.5795	0.0005	-0.0159	0.7788	-7.0729	6.6859
-0.3787	0.0013	-0.0159	1.2044	-7.5673	6.5283
-0.1527	0.0018	-0.0159	1.4529	-7.8236	6.3732
0.0112	0.0010	-0.0162	1.5355	-7.8704	6.2464
0.1034	-0.0001	-0.0165	1.5115	-7.7491	6.0712
0.1825	-0.0001	-0.0165	1.2789	-7.2217	5.7096
0.2469	0.0043	-0.0182	0.8297	-6.1898	5.0852
0.2834	0.0134	-0.0225	0.4745	-4.8591	4.1012
0.2863	0.0222	-0.0252	0.2330	-3.0104	2.5212
0.2574	0.0264	-0.0234	-0.2252	-0.3679	0.4101
0.1835	0.0253	-0.0229	-0.2514	1.9463	-1.7927
0.1013	0.0213	-0.0227	0.1475	3.4487	-3.7607
0.1697	0.0170	-0.0204	0.4429	4.4398	-5.1222
0.2432	0.0151	-0.0168	0.5104	5.2059	-6.1235
0.4064	0.0157	-0.0142	0.5835	5.9226	-7.2003
0.6907	0.0157	-0.0127	0.7274	6.6821	-8.3231
0.9130	0.0125	-0.0138	0.8667	7.5380	-9.5029
1.1073	0.0054	-0.0151	1.0351	8.1841	-10.4614
1.2585	0.0031	-0.0151	0.9483	8.5501	-10.7159
1.2274	0.0057	-0.0160	1.0731	8.0405	-10.0478
0.9430	0.0053	-0.0162	1.3829	7.1342	-8.8581
0.3608	-0.0080	-0.0109	1.0726	6.8754	-7.7956
-0.1254	-0.0229	0.0000	0.4301	6.9330	-6.8960
-0.4399	-0.0250	0.0057	-1.0999	7.5751	-6.0162
-0.4396	-0.0148	0.0001	-2.1659	6.7758	-4.2871
-0.3083	-0.0103	-0.0038	-2.2634	4.7680	-2.0495
-0.4429	-0.0103	-0.0033	-1.8244	2.5660	-0.1788
-0.5521	-0.0099	-0.0030	-0.9195	0.3723	1.2470
-0.6890	-0.0110	-0.0026	-0.1048	-1.4201	2.4504
-0.9126	-0.0129	-0.0024	0.1875	-2.4041	3.3280
-1.0965	-0.0140	-0.0028	0.2627	-2.9948	3.9819
-1.2335	-0.0143	-0.0040	0.3203	-3.5368	4.5331
-1.2995	-0.0131	-0.0059	0.2887	-3.9680	5.0238
-1.3261	-0.0126	-0.0077	0.1862	-4.2791	5.4711
-1.3584	-0.0122	-0.0099	0.0695	-4.5824	5.7861
-1.2530	-0.0097	-0.0120	-0.1004	-4.8850	6.0559
-1.0519	-0.0055	-0.0145	-0.2046	-5.2547	6.2731
-0.7963	-0.0017	-0.0167	-0.1226	-5.7257	6.3923
-0.5269	0.0012	-0.0186	0.0584	-6.2720	6.5382
-0.3090	0.0023	-0.0201	0.3059	-6.9312	6.7959
-0.1555	0.0032	-0.0198	0.6461	-7.4276	6.7812
0.0144	0.0054	-0.0197	0.9313	-7.6207	6.4362
0.2650	0.0075	-0.0196	1.1988	-7.6259	5.9900
0.4484	0.0079	-0.0189	1.2815	-7.3987	5.5620
0.5666	0.0068	-0.0180	1.2148	-7.1131	5.2963
0.6139	0.0049	-0.0177	1.0320	-6.7957	5.1438
0.6326	0.0046	-0.0176	0.6563	-6.2434	5.0035
0.5962	0.0055	-0.0182	0.1700	-5.5037	4.9419
0.4040	0.0059	-0.0180	-0.2519	-4.6644	4.7739
0.1552	0.0053	-0.0171	-0.7070	-3.5264	4.2695
-0.0265	0.0102	-0.0199	-1.0212	-2.2411	3.5188
-0.2502	0.0174	-0.0235	-0.9031	-0.8934	2.1297
-0.3294	0.0228	-0.0244	-0.5965	0.8693	0.1228
-0.3920	0.0207	-0.0217	-0.2098	2.6590	-1.9851
-0.4596	0.0166	-0.0192	0.1252	4.1779	-4.0787
-0.2209	0.0154	-0.0180	0.3788	5.4347	-5.9198
0.1074	0.0156	-0.0166	0.4495	6.6134	-7.6566
0.5933	0.0153	-0.0152	0.2661	7.9531	-9.2198
1.0011	0.0133	-0.0162	0.3777	8.9106	-10.6555
1.3759	0.0081	-0.0188	0.7667	9.3375	-11.6302
1.5453	0.0009	-0.0180	0.9263	9.4380	-11.8172
1.4721	0.0054	-0.0194	0.8553	9.0234	-11.0456
1.1772	0.0082	-0.0215	1.3838	7.6463	-9.6336
0.6198	-0.0022	-0.0165	1.8109	6.3035	-7.8544
-0.2276	-0.0207	-0.0041	1.1386	6.1954	-6.7831
-0.5207	-0.0225	0.0029	-0.5833	6.7281	-5.7610
-0.3672	-0.0118	-0.0001	-1.9046	5.9136	-3.7580
-0.2426	-0.0034	-0.0074	-1.9558	3.4680	-1.0524
-0.4505	-0.0030	-0.0104	-1.5434	1.1229	1.1764
-0.7429	-0.0060	-0.0081	-0.8422	-0.6609	2.4769
-0.9614	-0.0075	-0.0074	-0.1287	-2.1277	3.5029
-1.2314	-0.0119	-0.0062	0.5103	-3.4123	4.2939
-1.3743	-0.0145	-0.0051	0.6587	-4.0748	4.8506
-1.4158	-0.0150	-0.0055	0.5487	-4.3738	5.2175
-1.3730	-0.0146	-0.0063	0.3365	-4.5560	5.5880
-1.3483	-0.0141	-0.0081	0.0271	-4.6402	5.9180
-1.2842	-0.0113	-0.0105	-0.2262	-4.6873	6.0005
-1.0678	-0.0061	-0.0132	-0.3921	-4.6572	5.8390
-0.7731	-0.0024	-0.0142	-0.4148	-4.6923	5.6959
-0.5747	-0.0002	-0.0148	-0.3187	-4.8451	5.6534
-0.4771	0.0020	-0.0148	-0.0840	-5.0063	5.4687
-0.3684	0.0051	-0.0152	0.2830	-5.1595	5.2316
-0.3454	0.0060	-0.0148	0.6588	-5.2375	4.9195
-0.3313	0.0042	-0.0130	0.9608	-5.2412	4.6186
-0.3296	0.0026	-0.0115	1.1759	-5.1903	4.3792
-0.3567	0.0021	-0.0107	1.2770	-4.9408	4.0357
-0.3634	0.0020	-0.0103	1.1261	-4.4229	3.6533
-0.3474	0.0017	-0.0106	0.8592	-3.8818	3.4011
-0.3675	0.0009	-0.0126	0.6474	-3.5739	3.3548
-0.4147	0.0013	-0.0152	0.5110	-3.5691	3.4989
-0.4256	0.0005	-0.0168	0.6104	-3.9331	3.7015
-0.3636	0.0015	-0.0175	0.8980	-4.5266	3.9727
-0.3280	0.0009	-0.0179	1.1888	-5.0137	4.0008
-0.1610	0.0012	-0.0173	1.3775	-5.2413	3.7879
0.0864	0.0047	-0.0162	1.3211	-4.8824	3.2593
0.3076	0.0088	-0.0143	0.9036	-3.6824	2.3240
0.4519	0.0194	-0.0152	0.3145	-1.7162	1.0064
0.3865	0.0302	-0.0196	-0.0718	0.6463	-0.8309
0.2500	0.0306	-0.0205	-0.2621	3.0613	-3.0889
0.2864	0.0241	-0.0178	-0.3415	5.0656	-5.2222
0.4940	0.0201	-0.0148	-0.4459	6.4384	-6.7996
0.7993	0.0213	-0.0142	-0.4536	7.3514	-8.0118
1.1072	0.0216	-0.0174	-0.1599	7.9977	-8.9917
1.1555	0.0157	-0.0194	0.2103	8.5397	-9.7480
1.0112	0.0071	-0.0206	0.5847	8.6838	-10.3142
1.0621	0.0045	-0.0213	0.9225	8.3961	-10.0466
0.7469	0.0017	-0.0211	1.0458	8.1275	-9.3908
0.2405	-0.0039	-0.0184	0.9279	8.0903	-8.9071
-0.0832	-0.0113	-0.0159	0.4994	8.1910	-8.4978
-0.1622	-0.0208	-0.0040	-0.1036	8.0849	-7.7017
-0.2524	-0.0238	0.0031	-1.4431	8.4499	-6.8167
-0.1720	-0.0158	-0.0002	-2.2686	7.7617	-5.6066
0.1248	-0.0046	-0.0060	-2.3468	6.2235	-4.1474
0.2796	-0.0007	-0.0074	-2.1499	4.6037	-2.6877
0.2406	-0.0013	-0.0052	-1.5531	2.7365	-1.2635
0.0857	-0.0021	-0.0052	-0.7940	0.7971	0.2515
-0.2462	-0.0056	-0.0044	-0.2046	-0.8309	1.7892
-0.7411	-0.0101	-0.0044	0.2123	-2.1500	3.0705
-1.1170	-0.0128	-0.0046	0.5367	-3.2167	4.0377
-1.3398	-0.0147	-0.0062	0.6354	-3.8816	4.7439
-1.4788	-0.0129	-0.0077	0.6896	-4.4566	5.3961
-1.6078	-0.0147	-0.0072	0.6219	-4.7582	6.0535
-1.8942	-0.0162	-0.0071	0.4630	-4.9557	6.4000
-1.8843	-0.0157	-0.0077	0.2619	-5.1231	6.7169
-1.8326	-0.0156	-0.0088	0.1911	-5.4852	7.0972
-1.7790	-0.0144	-0.0120	0.2147	-5.9842	7.4310
-1.6362	-0.0122	-0.0152	0.2614	-6.5117	7.6979
-1.4214	-0.0108	-0.0168	0.2407	-6.9391	7.9012
-1.1770	-0.0090	-0.0182	0.2042	-7.3392	8.0101
-0.8512	-0.0057	-0.0222	0.2760	-7.7274	7.9891
-0.5127	-0.0033	-0.0228	0.3070	-7.9065	7.8695
-0.2453	-0.0044	-0.0205	0.2375	-7.9352	7.8027
-0.0809	-0.0064	-0.0191	0.2079	-7.8470	7.5839
0.0783	-0.0065	-0.0179	-0.0105	-7.2877	7.2190
0.1010	-0.0040	-0.0179	-0.5622	-6.0542	6.8206
-0.1814	-0.0015	-0.0207	-1.1639	-4.4160	6.1021
-0.5013	0.0044	-0.0254	-1.5373	-2.6436	4.9046
-0.7055	0.0119	-0.0277	-1.6893	-0.7481	3.2548
-0.8021	0.0151	-0.0290	-1.3752	0.9060	1.2432
-0.7593	0.0139	-0.0266	-0.9963	2.4778	-0.9060
-0.5630	0.0129	-0.0237	-0.5182	3.7802	-2.9779
-0.2737	0.0142	-0.0227	-0.0141	4.7874	-4.6781
-0.0867	0.0147	-0.0223	0.5068	5.4769	-6.0793
0.1026	0.0152	-0.0218	0.8122	6.1428	-7.4129
0.4617	0.0173	-0.0197	0.7865	7.0513	-8.7301
0.8916	0.0194	-0.0190	0.8167	8.0111	-10.3178
1.4902	0.0195	-0.0209	1.0963	8.6743	-11.8407
2.0749	0.0191	-0.0203	1.4310	8.7289	-12.6166
2.4565	0.0233	-0.0234	2.0715	7.9589	-12.3612
2.3319	0.0177	-0.0239	2.5434	7.0652	-11.4204
1.8270	-0.0013	-0.0042	2.0785	6.9116	-10.2892
1.3147	-0.0109	0.0105	0.1237	7.9541	-9.1630
1.0871	-0.0087	0.0076	-0.9354	6.6606	-6.7449
1.0185	-0.0052	0.0031	-0.8814	4.0531	-3.9402
0.7726	-0.0036	-0.0003	-1.1324	2.7383	-2.3170
0.7155	-0.0004	-0.0045	-1.1613	1.8262	-1.2977
0.6353	0.0011	-0.0061	-0.8177	0.7865	-0.1789
0.2150	-0.0015	-0.0059	-0.4594	-0.1822	0.8740
-0.2244	-0.0032	-0.0069	-0.0533	-1.1498	1.7872
-0.5737	-0.0039	-0.0084	0.3147	-1.9878	2.5485
-0.8627	-0.0065	-0.0079	0.5441	-2.6093	3.1758
-1.0977	-0.0064	-0.0079	0.5296	-2.9122	3.7190
-1.3191	-0.0097	-0.0072	0.2900	-2.8639	4.2402
-1.6467	-0.0135	-0.0061	0.1106	-2.9951	4.5825
-1.6790	-0.0113	-0.0075	-0.1233	-3.1628	4.8890
-1.5850	-0.0092	-0.0099	-0.1654	-3.5643	5.3751
-1.6259	-0.0102	-0.0110	0.0150	-4.1417	5.7667
-1.6190	-0.0112	-0.0114	0.0813	-4.5176	5.9759
-1.5186	-0.0103	-0.0121	0.0796	-4.7490	6.0493
-1.3599	-0.0078	-0.0126	0.1117	-4.9183	6.0244
-1.1994	-0.0048	-0.0134	0.1762	-5.1130	6.0255
-1.0713	-0.0040	-0.0142	0.2759	-5.3744	6.0852
-0.9695	-0.0044	-0.0129	0.3340	-5.5551	6.1133
-0.8762	-0.0059	-0.0114	0.4219	-5.6959	6.0917
-0.8014	-0.0065	-0.0110	0.4730	-5.6697	5.9498
-0.7366	-0.0051	-0.0120	0.3565	-5.3810	5.6585
-0.6174	-0.0038	-0.0130	0.2987	-5.0379	5.2719
-0.5164	-0.0018	-0.0140	0.2732	-4.7507	4.9317
-0.4409	0.0021	-0.0158	0.2358	-4.4599	4.6069
-0.3681	0.0007	-0.0150	0.2715	-4.2148	4.2224
-0.2662	0.0015	-0.0151	0.3277	-3.9469	3.8692
-0.2374	0.0023	-0.0161	0.4906	-3.7506	3.4610
-0.1870	0.0021	-0.0163	0.5969	-3.4028	2.9909
-0.1700	0.0023	-0.0169	0.5435	-2.8535	2.4751
-0.1508	0.0033	-0.0179	0.5414	-2.3707	1.9129
-0.0727	0.0068	-0.0188	0.5369	-1.7384	1.1545
0.0519	0.0148	-0.0199	0.4450	-0.5510	-0.1215
0.2277	0.0227	-0.0217	0.4170	1.0814	-1.8556
0.3559	0.0251	-0.0216	0.4673	2.7531	-3.6718
0.4502	0.0235	-0.0205	0.4491	4.3764	-5.4012
0.5752	0.0216	-0.0183	0.3870	5.6539	-6.7312
0.6882	0.0212	-0.0171	0.3801	6.4918	-7.6340
