aX	 aY 	 aZ	 gX	 gY	 gZ	
-0.8185	-0.4155	-0.2876	95.2759	34.6680	19.2871
-0.7839	-0.4213	-0.2980	100.2808	32.1655	18.6768
-0.7800	-0.4432	-0.3043	104.1870	29.4189	18.8599
-0.7870	-0.4589	-0.3020	105.1025	26.6724	19.9585
-0.7867	-0.4799	-0.3076	103.3325	24.5361	23.1323
-0.7655	-0.5404	-0.3633	97.9614	23.9868	25.8179
-0.7627	-0.6940	-0.4977	83.8013	24.7803	26.8555
-0.7983	-0.9519	-0.6460	49.9268	31.0669	20.6909
-0.8627	-1.1736	-0.6925	-12.8784	48.5840	4.9438
-0.8955	-1.1387	-0.6169	-100.1587	75.0122	-11.5967
-0.8362	-0.8988	-0.4907	-193.6035	90.5762	-29.9683
-0.7306	-0.6986	-0.4580	-277.4048	75.9277	-48.4009
-0.6479	-0.6060	-0.5905	-349.6704	36.4380	-69.2139
-0.5891	-0.5413	-0.7446	-417.7856	-11.6577	-94.1162
-0.5347	-0.4468	-0.8895	-484.5581	-54.1382	-121.3379
-0.4796	-0.2769	-1.0026	-546.2646	-82.8857	-148.5596
-0.5063	-0.0985	-1.0641	-598.3276	-100.1587	-174.8657
-0.6021	0.0890	-1.0570	-638.1836	-102.6001	-198.3643
-0.6711	0.2336	-1.0016	-662.7197	-91.7358	-215.6982
-0.7793	0.2908	-0.8710	-675.1709	-71.7163	-226.9897
-1.0654	0.3672	-0.6539	-678.8940	-39.6729	-227.4780
-1.1818	0.3536	-0.3260	-654.7852	-4.1504	-210.2051
-1.0110	0.3823	-0.0681	-613.7085	-1.7090	-197.0215
-0.9021	0.4534	0.2922	-542.9687	-0.4272	-162.9639
-1.0493	0.2823	0.4597	-437.7441	-2.3804	-106.2012
-1.2889	0.2552	0.5807	-352.8442	-42.1753	-74.4019
-1.3826	0.5128	0.6820	-274.4141	-76.1108	-47.2412
-1.3021	0.5305	0.7408	-179.7485	-69.7021	-12.2070
-1.2941	0.5610	0.8179	-99.9146	-60.8521	23.6816
-1.3333	0.6232	0.8192	-27.4048	-57.9224	59.5703
-1.3317	0.6113	0.7354	40.5273	-48.2178	85.3882
-1.2668	0.5292	0.6013	100.7080	-24.9023	98.5718
-1.1591	0.4204	0.4775	144.2261	3.3569	106.1401
-1.0065	0.3389	0.3833	174.9878	31.0669	109.5581
-0.8611	0.2260	0.2638	201.0498	51.9409	109.0088
-0.7849	0.0864	0.1766	218.8110	62.5000	107.4219
-0.7966	-0.0582	0.0900	225.4028	60.6689	103.5767
-0.8326	-0.1653	0.0466	221.2524	46.6919	100.5249
-0.8840	-0.2184	0.0391	216.7969	30.8838	101.1963
-0.9294	-0.2614	-0.0100	217.8345	20.8740	105.7129
-0.9200	-0.3092	-0.0250	222.1069	18.5547	110.2905
-0.9097	-0.3478	-0.0125	226.5625	17.5781	110.7788
-0.9255	-0.3467	-0.0001	231.8726	16.1133	106.3232
-0.9561	-0.3369	0.0100	239.7461	15.9912	99.0601
-0.9536	-0.3403	-0.0103	248.5352	17.7002	88.9282
-0.9224	-0.3303	-0.0267	254.1504	18.9209	77.0264
-0.8630	-0.3374	-0.0812	257.1411	17.1509	66.5283
-0.7960	-0.3888	-0.1785	255.9814	11.8408	55.5420
-0.7965	-0.4553	-0.2411	247.4976	2.0142	43.9453
-0.8639	-0.4700	-0.2721	232.4829	-9.2773	34.9731
-0.9276	-0.4395	-0.3441	218.4448	-14.6484	33.1421
-0.9811	-0.4558	-0.3654	205.7495	-10.9863	37.2314
