aX	 aY 	 aZ	 gX	 gY	 gZ	
-0.2281	-0.2607	0.9185	-4.0283	-5.0049	-9.8267
-0.2021	-0.2710	0.9272	-4.8218	5.7373	-6.2866
-0.1458	-0.2809	0.9320	-3.4180	15.8691	-2.0752
-0.1292	-0.2570	0.9429	-1.6479	20.2637	-0.7324
-0.1099	-0.2628	0.9510	1.4038	19.6533	0.4883
-0.0406	-0.2946	0.9476	3.9673	17.5781	1.4038
-0.0001	-0.3098	0.9429	4.9438	11.8408	-0.1221
-0.0165	-0.3104	0.9376	3.5400	3.5400	-2.8687
-0.0535	-0.3193	0.9293	4.2114	-7.6904	-3.7231
-0.1465	-0.3037	0.9215	3.6011	-14.4653	-6.2866
-0.2281	-0.3068	0.9167	2.3804	-13.0005	-7.6904
-0.2383	-0.3058	0.9174	0.0610	-3.0518	-7.5684
-0.2372	-0.2671	0.9359	-1.8921	9.3384	-6.6528
-0.1796	-0.2671	0.9594	-0.4272	17.8223	-2.0142
-0.0684	-0.2865	0.9771	0.9155	24.2310	0.7935
0.0331	-0.2991	0.9822	3.3569	22.1558	-0.9155
0.0531	-0.2960	0.9788	6.1035	10.6201	-4.3335
0.0092	-0.2863	0.9738	7.6294	-4.8218	-6.5308
-0.0353	-0.2950	0.9590	9.3384	-17.5781	-8.3008
-0.1152	-0.2987	0.9386	8.9111	-21.9116	-10.3149
-0.2260	-0.3022	0.9133	9.7046	-20.8130	-10.4370
-0.2233	-0.3259	0.8906	8.1177	-10.0098	-10.5591
-0.1484	-0.3467	0.8778	4.8828	3.7231	-11.2305
-0.0731	-0.3359	0.8792	0.6104	13.0615	-13.5498
-0.0636	-0.2634	0.9113	-3.6011	16.7847	-15.3198
0.0054	-0.2355	0.9486	-5.1270	16.2354	-13.1226
0.1243	-0.2400	0.9802	-3.4790	10.4980	-8.6670
0.1406	-0.1921	1.0007	-0.7324	-1.8311	-8.6670
0.1245	-0.1764	1.0078	5.7983	-19.0430	-9.1553
0.1493	-0.2056	1.0045	15.2588	-34.4238	-6.5918
0.1846	-0.2273	0.9927	22.5830	-47.3633	-9.0942
0.2251	-0.2297	0.9813	24.1699	-56.3354	-16.4185
