aX	 aY 	 aZ	 gX	 gY	 gZ	
-1.0040	-0.0751	2.8738	-99.8535	1.4648	24.5972
-1.1268	0.0903	3.2424	-150.8789	24.1089	24.5972
-0.7876	0.5029	3.6720	-163.1470	8.9111	43.8843
-0.5464	1.0250	3.6693	-152.2217	40.4663	31.6162
-0.3885	0.1724	3.4297	-86.4868	52.8564	30.3345
0.0090	-0.4583	3.2908	-51.1475	26.9165	33.9966
-0.3417	-0.1185	3.0577	-39.4897	-4.5166	27.2827
-0.1243	-0.1877	2.6536	-19.7754	-1.1597	-3.7842
0.0948	-0.2247	2.4128	-20.6299	-10.6812	-18.4937
-0.0598	-0.1226	2.2468	-23.1934	-31.7383	-18.7378
-0.2164	0.1072	2.0243	-12.4512	-46.1426	-33.3862
-0.2639	0.0746	1.7710	3.4180	-48.6450	-38.0249
-0.2950	-0.0128	1.5043	16.1743	-42.9077	-25.3906
-0.2137	-0.0222	1.2955	18.9209	-32.5928	-7.7515
-0.0035	-0.0310	1.1337	15.9912	-21.3623	5.9814
0.1821	-0.0537	1.0398	10.1318	-15.3809	13.8550
0.2517	-0.0504	1.0336	3.3569	-14.5264	13.1226
0.2570	-0.0358	1.0184	0.6104	-16.4185	5.8594
0.2297	-0.0870	1.0129	-0.4883	-16.2354	0.1221
0.1991	-0.0529	1.0660	-2.0142	-12.2681	-1.9531
0.1735	0.0487	1.1511	-1.4648	-7.7515	-0.3662
0.1505	0.0596	1.1646	4.8218	-6.6528	3.4790
0.1299	-0.0354	1.1464	11.5356	-8.1787	4.5776
0.0776	-0.0306	1.1547	12.7563	-13.0005	0.8545
-0.0319	0.0144	1.1881	11.0474	-14.7705	-1.5869
-0.1160	0.0061	1.2286	9.3994	-13.5498	0.1221
-0.2067	0.0109	1.2817	6.2866	-10.8643	4.3945
-0.2720	0.0400	1.3511	3.6621	-7.6294	10.6812
-0.2479	0.0593	1.4216	3.9062	-2.6855	15.1978
-0.2029	0.0465	1.4625	6.6528	1.4648	15.8081
-0.1777	0.0332	1.4843	10.6201	3.9062	14.2212
-0.1331	0.0631	1.4958	14.6484	4.4556	9.8267
-0.1146	0.0790	1.4912	19.8364	3.6621	7.3242
-0.1117	0.0615	1.4794	24.5972	2.8076	5.9204
-0.1083	0.0431	1.4603	26.6113	2.1362	3.2959
-0.1332	0.0260	1.4380	24.4141	0.8545	-0.1221
-0.1558	0.0146	1.4100	19.3481	1.1597	-2.9297
-0.1829	-0.0006	1.3700	11.9019	2.5635	-4.3945
-0.2144	0.0004	1.3363	1.7090	5.6152	-5.9814
-0.2098	0.0452	1.3389	-9.7656	13.2446	-10.6201
-0.1638	0.1465	1.3594	-19.4092	21.9116	-16.1133
-0.1196	0.3115	1.4449	-21.4233	28.6865	-17.7002
-0.0868	0.4554	1.4661	-9.3384	28.6255	-11.7798
-0.0936	0.4210	1.4542	11.2305	22.1558	-1.7700
-0.0721	0.2711	1.3960	30.7007	16.4185	2.5024
-0.0107	0.1509	1.2932	42.2363	12.2681	-2.0142
0.0121	0.0823	1.1758	44.6167	7.0190	-9.2163
-0.0049	0.0542	1.0735	39.9780	1.4038	-14.9536
-0.0337	0.0198	1.0005	30.5786	-2.8687	-17.6392
-0.0596	0.0088	0.9352	17.3950	-3.7842	-18.3716
-0.0856	0.0199	0.8843	4.0283	-0.7935	-18.2495
-0.1021	0.0424	0.8779	-7.0801	5.4321	-16.9067
-0.0953	0.1401	0.9186	-14.3433	14.2212	-13.0615
-0.0256	0.2251	0.9484	-10.5591	20.4468	-5.0049
0.0190	0.2063	0.9731	-1.0376	20.9961	6.2866
0.0671	0.1462	0.9500	9.5825	18.0054	14.5264
0.1345	0.0698	0.8939	20.8130	11.8408	15.2588
0.1722	-0.0396	0.8258	28.4424	2.5635	11.4136
0.1138	-0.1006	0.7507	30.3345	-7.1411	7.6294
0.0443	-0.1162	0.7062	28.8696	-13.4277	3.7231
-0.0424	-0.1205	0.6737	25.8789	-12.2070	1.5259
-0.0803	-0.0948	0.6549	22.7661	-2.6855	3.4790
-0.0538	-0.0809	0.6436	21.6675	10.7422	8.6670
0.0035	-0.0591	0.6427	22.8882	23.2544	14.4043
0.0713	-0.0358	0.6537	27.2827	30.8838	19.0430
0.1317	-0.0657	0.6467	33.5083	31.8604	21.6064
0.1470	-0.0972	0.6215	40.0391	27.4658	19.9585
0.1349	-0.1334	0.5959	45.1050	20.3247	16.1743
0.0890	-0.1643	0.5637	46.2036	13.3057	13.1836
0.0226	-0.1787	0.5442	44.2505	10.0098	10.4370
0.0038	-0.1832	0.5322	39.3066	11.5356	8.9111
0.0118	-0.1874	0.5195	33.3252	16.7236	8.1177
0.0292	-0.1899	0.5325	27.5879	23.0713	7.9956
0.0570	-0.1711	0.5652	21.3013	27.2217	8.1177
0.0992	-0.1322	0.5929	16.2964	27.7710	8.3618
0.1068	-0.1110	0.6179	14.5874	24.2310	8.1787
0.0837	-0.0907	0.6514	15.3809	18.1885	7.6294
0.0612	-0.0892	0.6790	17.4561	11.5356	6.8359
0.0403	-0.0970	0.6902	19.5923	6.8359	6.1035
0.0004	-0.1245	0.6931	20.5078	4.3335	4.8218
-0.0161	-0.1515	0.7061	17.5781	4.2114	2.9297
-0.0078	-0.1630	0.7289	11.5967	5.7373	0.9766
-0.0023	-0.1740	0.7506	3.7231	7.5073	-0.5493
0.0149	-0.1410	0.7920	-3.8452	8.5449	-1.6479
0.0172	-0.0834	0.8362	-7.6904	8.3008	-2.3193
0.0177	-0.0309	0.8722	-6.1646	5.4932	-0.1831
0.0171	-0.0105	0.8901	0.1221	1.0986	2.9297
0.0001	-0.0160	0.8904	9.3384	-3.3569	5.0659
0.0060	-0.0554	0.8739	17.8833	-6.6528	5.5542
0.0051	-0.1085	0.8553	22.7661	-8.0566	4.3335
0.0005	-0.1470	0.8346	21.9116	-7.5073	3.3569
0.0002	-0.1615	0.8206	17.2729	-6.1646	1.9531
0.0006	-0.1752	0.8083	10.3149	-4.5166	0.9155
0.0111	-0.1744	0.7902	2.5635	-2.6855	-0.6104
0.0214	-0.1606	0.7788	-4.1504	-1.5869	-1.8311
0.0232	-0.1345	0.7661	-9.5215	-1.2207	-3.1738
0.0265	-0.0872	0.7732	-11.7187	-2.1362	-2.8687
0.0438	-0.0554	0.7638	-8.6060	-4.0894	-0.6714
0.0779	-0.0795	0.7383	-2.6245	-7.5073	2.6245
0.0841	-0.1256	0.6953	2.5024	-10.6812	2.9297
0.0808	-0.1493	0.6440	5.5542	-12.7563	1.6479
0.0697	-0.1730	0.5947	6.1035	-14.0991	1.2207
0.0839	-0.1937	0.5265	5.0049	-14.5264	2.6245
0.1661	-0.2429	0.4316	3.9673	-14.5264	5.7983
0.2609	-0.3107	0.2689	4.3945	-16.6016	10.0708
0.3785	-0.3990	0.0275	6.7749	-23.2544	15.4419
0.4240	-0.4294	-0.2510	12.2070	-35.8276	21.1792
0.3490	-0.3947	-0.5260	20.0806	-49.2554	24.2920
0.2802	-0.3326	-0.7664	29.8462	-62.1338	27.7100
0.2827	-0.3793	-0.9867	38.4521	-70.2515	33.0811
0.3466	-0.4746	-1.1920	36.4990	-70.2515	35.8276
0.4331	-0.4269	-1.2885	20.8740	-63.6597	30.7617
0.5352	-0.3176	-1.3119	3.5400	-55.3589	20.9351
0.5347	-0.1663	-1.2625	-11.3525	-44.1284	15.9912
0.4144	-0.0087	-1.1013	-22.9492	-25.2686	16.1133
0.4021	0.0520	-0.8668	-33.0200	5.4321	18.9209
0.3875	0.2172	-0.4202	-47.1802	38.8794	24.5972
0.2701	0.4419	0.1603	-60.7910	72.0215	25.5737
0.2665	0.6833	0.7073	-73.1812	92.5293	26.7944
0.4083	0.7084	1.1104	-85.6934	87.2803	28.5645
0.2540	0.5850	1.5764	-110.0464	67.3218	12.9395
-0.2079	0.7833	2.1365	-138.6719	41.0767	-15.3809
-0.7385	1.1348	2.6564	-157.2266	10.3149	-35.5225
-1.0482	1.2896	3.1028	-158.3252	4.5166	-28.0151
-0.7700	1.0725	3.3734	-147.5830	32.2876	1.6479
-0.5088	0.6738	3.5751	-126.5259	62.9272	30.2734
-0.7765	0.6552	3.5831	-141.7847	58.1055	18.7378
0.1177	0.2513	3.5155	-138.0615	21.7896	3.9062
0.2094	0.0070	3.2693	-99.6704	32.1655	-25.8179
0.2087	-0.1930	2.9742	-70.4346	28.5645	-72.8760
-0.1146	0.3304	2.7683	-53.2227	-24.5361	-121.7041
-0.4996	0.3887	2.5059	-27.2827	-78.4302	-135.1929
-0.7457	0.1895	2.1235	3.9062	-93.7500	-136.4136
-0.8639	0.0001	1.7600	25.2075	-83.4961	-110.9619
-0.7111	-0.1340	1.5131	27.6489	-57.9224	-70.1904
-0.3424	-0.1316	1.3591	18.7988	-28.8696	-25.8179
-0.0059	-0.1155	1.2737	7.3242	-4.8828	11.1084
0.2640	-0.1038	1.2410	-1.8921	4.4556	26.9165
0.4662	-0.1385	1.2463	-8.2397	4.6387	21.9727
0.5416	-0.1156	1.3058	-11.5967	-1.5869	6.3477
0.4879	0.0419	1.3636	-7.0190	-10.1318	-14.5264
0.3949	0.1525	1.3577	4.5166	-19.2261	-30.4565
0.2572	0.1443	1.2942	19.5313	-26.0010	-37.4756
0.0942	0.0894	1.2206	31.3110	-28.8086	-38.5742
-0.0679	0.0583	1.1815	36.1938	-27.7100	-34.1797
-0.1865	0.0393	1.1837	35.0342	-23.9868	-22.5830
-0.2294	0.0433	1.1992	30.8228	-17.3950	-5.7373
-0.2229	0.0405	1.2156	26.1230	-9.7046	12.2681
-0.2002	0.0419	1.2379	20.8740	-3.1128	26.9775
-0.1525	0.0894	1.2955	16.6626	3.6011	34.3628
-0.1129	0.2229	1.3497	17.5171	8.3008	36.1938
-0.0820	0.3121	1.3744	24.7192	9.8877	35.8887
